id_memoire,titre,domaine,annee,auteur,introduction,methodologie,resultats,conclusion,texte_complet
ARCH-0034,Une application de paiement mobile sécurisée avec Flutter et Firebase,Mobile,2022,Etudiant_0034,L'objectif de cette étude est de résoudre les pertes financières dues aux erreurs humaines grâce à une application de paiement mobile sécurisée. Nous utilisons Flutter et Firebase combiné avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif.,"Pour réaliser ce projet, nous avons adopté la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale.","Notre système a été évalué sur un jeu de données de 3280 enregistrements. Les résultats indiquent une amélioration de 31% par rapport à l'approche classique. Le temps de réponse moyen est de 387ms, ce qui répond aux exigences.",Ce travail a permis de développer une application de paiement mobile sécurisée qui répond efficacement à les pertes financières dues aux erreurs humaines. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"L'objectif de cette étude est de résoudre les pertes financières dues aux erreurs humaines grâce à une application de paiement mobile sécurisée. Nous utilisons Flutter et Firebase combiné avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif. Pour réaliser ce projet, nous avons adopté la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale. Notre système a été évalué sur un jeu de données de 3280 enregistrements. Les résultats indiquent une amélioration de 31% par rapport à l'approche classique. Le temps de réponse moyen est de 387ms, ce qui répond aux exigences. Ce travail a permis de développer une application de paiement mobile sécurisée qui répond efficacement à les pertes financières dues aux erreurs humaines. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
ARCH-0035,Un système de contrôle d'accès biométrique avec NLP et transformers BERT,Web,2021,Etudiant_0035,"Dans le cadre de ce mémoire, nous proposons un système de contrôle d'accès biométrique. Face à la difficulté d'accès aux soins médicaux, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La méthodologie adoptée est SCRUM avec des sprints de 2 semaines.","L'approche méthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se décline en 5 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement.",Les tests réalisés montrent que notre solution atteint 86% de précision. Les performances obtenues dépassent les solutions existantes de 19%. L'interface utilisateur a été validée par 11 utilisateurs réels.,"En conclusion, nous avons conçu et implémenté un système de contrôle d'accès biométrique. Notre solution apporte une réponse concrète à la difficulté d'accès aux soins médicaux. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Dans le cadre de ce mémoire, nous proposons un système de contrôle d'accès biométrique. Face à la difficulté d'accès aux soins médicaux, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La méthodologie adoptée est SCRUM avec des sprints de 2 semaines. L'approche méthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se décline en 5 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement. Les tests réalisés montrent que notre solution atteint 86% de précision. Les performances obtenues dépassent les solutions existantes de 19%. L'interface utilisateur a été validée par 11 utilisateurs réels. En conclusion, nous avons conçu et implémenté un système de contrôle d'accès biométrique. Notre solution apporte une réponse concrète à la difficulté d'accès aux soins médicaux. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0036,Une plateforme e-commerce pour artisans locaux avec NLP et transformers BERT,BDD,2018,Etudiant_0036,Ce projet de fin d'études porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est le coût élevé des solutions existantes sur le marché qui constitue un défi majeur. Nous proposons une solution basée sur NLP et transformers BERT en suivant une approche une étude de cas approfondie avec données réelles.,"Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 4 itérations de durée égale.",Les tests réalisés montrent que notre solution atteint 80% de précision. Les performances obtenues dépassent les solutions existantes de 43%. L'interface utilisateur a été validée par 16 utilisateurs réels.,Ce travail a permis de développer une plateforme e-commerce pour artisans locaux qui répond efficacement à le coût élevé des solutions existantes sur le marché. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"Ce projet de fin d'études porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est le coût élevé des solutions existantes sur le marché qui constitue un défi majeur. Nous proposons une solution basée sur NLP et transformers BERT en suivant une approche une étude de cas approfondie avec données réelles. Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 4 itérations de durée égale. Les tests réalisés montrent que notre solution atteint 80% de précision. Les performances obtenues dépassent les solutions existantes de 43%. L'interface utilisateur a été validée par 16 utilisateurs réels. Ce travail a permis de développer une plateforme e-commerce pour artisans locaux qui répond efficacement à le coût élevé des solutions existantes sur le marché. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
ARCH-0037,Un chatbot d'assistance médicale avec Flutter et Firebase,BDD,2021,Etudiant_0037,"Dans le cadre de ce mémoire, nous proposons un chatbot d'assistance médicale. Face à le manque d'accessibilité aux services dans les zones rurales, nous avons choisi d'utiliser Flutter et Firebase comme solution principale. La méthodologie adoptée est une étude de cas approfondie avec données réelles.","Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 5 itérations de durée égale.","Notre système a été évalué sur un jeu de données de 7805 enregistrements. Les résultats indiquent une amélioration de 28% par rapport à l'approche classique. Le temps de réponse moyen est de 131ms, ce qui répond aux exigences.",Ce mémoire présente un chatbot d'assistance médicale comme solution à le manque d'accessibilité aux services dans les zones rurales. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine.,"Dans le cadre de ce mémoire, nous proposons un chatbot d'assistance médicale. Face à le manque d'accessibilité aux services dans les zones rurales, nous avons choisi d'utiliser Flutter et Firebase comme solution principale. La méthodologie adoptée est une étude de cas approfondie avec données réelles. Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 5 itérations de durée égale. Notre système a été évalué sur un jeu de données de 7805 enregistrements. Les résultats indiquent une amélioration de 28% par rapport à l'approche classique. Le temps de réponse moyen est de 131ms, ce qui répond aux exigences. Ce mémoire présente un chatbot d'assistance médicale comme solution à le manque d'accessibilité aux services dans les zones rurales. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine."
ARCH-0038,Une application de paiement mobile sécurisée avec Flutter et Firebase,IoT,2022,Etudiant_0038,Ce projet de fin d'études porte sur une application de paiement mobile sécurisée. La motivation principale est l'absence d'outils adaptés au contexte africain qui constitue un défi majeur. Nous proposons une solution basée sur Flutter et Firebase en suivant une approche la recherche-action avec participation des utilisateurs finaux.,"L'approche méthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se décline en 4 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement.","Notre système a été évalué sur un jeu de données de 4341 enregistrements. Les résultats indiquent une amélioration de 17% par rapport à l'approche classique. Le temps de réponse moyen est de 189ms, ce qui répond aux exigences.","En conclusion, nous avons conçu et implémenté une application de paiement mobile sécurisée. Notre solution apporte une réponse concrète à l'absence d'outils adaptés au contexte africain. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Ce projet de fin d'études porte sur une application de paiement mobile sécurisée. La motivation principale est l'absence d'outils adaptés au contexte africain qui constitue un défi majeur. Nous proposons une solution basée sur Flutter et Firebase en suivant une approche la recherche-action avec participation des utilisateurs finaux. L'approche méthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se décline en 4 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement. Notre système a été évalué sur un jeu de données de 4341 enregistrements. Les résultats indiquent une amélioration de 17% par rapport à l'approche classique. Le temps de réponse moyen est de 189ms, ce qui répond aux exigences. En conclusion, nous avons conçu et implémenté une application de paiement mobile sécurisée. Notre solution apporte une réponse concrète à l'absence d'outils adaptés au contexte africain. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0039,Une plateforme de télémédecine avec Django et PostgreSQL,BDD,2021,Etudiant_0039,Ce projet de fin d'études porte sur une plateforme de télémédecine. La motivation principale est la sécurité insuffisante des données personnelles qui constitue un défi majeur. Nous proposons une solution basée sur Django et PostgreSQL en suivant une approche la recherche expérimentale avec validation empirique.,"L'approche méthodologique retenue est la recherche expérimentale avec validation empirique. Elle se décline en 4 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement.","Les expérimentations confirment la viabilité de notre approche avec 86% d'efficacité. Comparé aux solutions actuelles, nous observons un gain de 17% sur les métriques clés. Ces résultats ont été validés par une équipe de 36 experts du domaine.",Ce mémoire présente une plateforme de télémédecine comme solution à la sécurité insuffisante des données personnelles. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine.,"Ce projet de fin d'études porte sur une plateforme de télémédecine. La motivation principale est la sécurité insuffisante des données personnelles qui constitue un défi majeur. Nous proposons une solution basée sur Django et PostgreSQL en suivant une approche la recherche expérimentale avec validation empirique. L'approche méthodologique retenue est la recherche expérimentale avec validation empirique. Elle se décline en 4 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement. Les expérimentations confirment la viabilité de notre approche avec 86% d'efficacité. Comparé aux solutions actuelles, nous observons un gain de 17% sur les métriques clés. Ces résultats ont été validés par une équipe de 36 experts du domaine. Ce mémoire présente une plateforme de télémédecine comme solution à la sécurité insuffisante des données personnelles. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine."
ARCH-0040,Un système de détection de fraude bancaire avec Flutter et Firebase,Cloud,2022,Etudiant_0040,Ce travail vise à concevoir et implémenter un système de détection de fraude bancaire en utilisant Flutter et Firebase. La problématique principale est les pertes financières dues aux erreurs humaines. Notre approche repose sur une étude de cas approfondie avec données réelles.,"L'approche méthodologique retenue est une étude de cas approfondie avec données réelles. Elle se décline en 6 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement.","Notre système a été évalué sur un jeu de données de 5392 enregistrements. Les résultats indiquent une amélioration de 45% par rapport à l'approche classique. Le temps de réponse moyen est de 435ms, ce qui répond aux exigences.","En conclusion, nous avons conçu et implémenté un système de détection de fraude bancaire. Notre solution apporte une réponse concrète à les pertes financières dues aux erreurs humaines. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Ce travail vise à concevoir et implémenter un système de détection de fraude bancaire en utilisant Flutter et Firebase. La problématique principale est les pertes financières dues aux erreurs humaines. Notre approche repose sur une étude de cas approfondie avec données réelles. L'approche méthodologique retenue est une étude de cas approfondie avec données réelles. Elle se décline en 6 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement. Notre système a été évalué sur un jeu de données de 5392 enregistrements. Les résultats indiquent une amélioration de 45% par rapport à l'approche classique. Le temps de réponse moyen est de 435ms, ce qui répond aux exigences. En conclusion, nous avons conçu et implémenté un système de détection de fraude bancaire. Notre solution apporte une réponse concrète à les pertes financières dues aux erreurs humaines. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0041,Une plateforme de gestion des ressources humaines avec blockchain et smart contracts,BDD,2019,Etudiant_0041,"Dans le cadre de ce mémoire, nous proposons une plateforme de gestion des ressources humaines. Face à le coût élevé des solutions existantes sur le marché, nous avons choisi d'utiliser blockchain et smart contracts comme solution principale. La méthodologie adoptée est une étude de cas approfondie avec données réelles.","Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale.","Notre système a été évalué sur un jeu de données de 7124 enregistrements. Les résultats indiquent une amélioration de 27% par rapport à l'approche classique. Le temps de réponse moyen est de 420ms, ce qui répond aux exigences.",Ce travail a permis de développer une plateforme de gestion des ressources humaines qui répond efficacement à le coût élevé des solutions existantes sur le marché. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"Dans le cadre de ce mémoire, nous proposons une plateforme de gestion des ressources humaines. Face à le coût élevé des solutions existantes sur le marché, nous avons choisi d'utiliser blockchain et smart contracts comme solution principale. La méthodologie adoptée est une étude de cas approfondie avec données réelles. Pour réaliser ce projet, nous avons adopté une étude de cas approfondie avec données réelles. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale. Notre système a été évalué sur un jeu de données de 7124 enregistrements. Les résultats indiquent une amélioration de 27% par rapport à l'approche classique. Le temps de réponse moyen est de 420ms, ce qui répond aux exigences. Ce travail a permis de développer une plateforme de gestion des ressources humaines qui répond efficacement à le coût élevé des solutions existantes sur le marché. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
ARCH-0042,Une application de covoiturage universitaire avec blockchain et smart contracts,Réseau,2021,Etudiant_0042,Ce travail vise à concevoir et implémenter une application de covoiturage universitaire en utilisant blockchain et smart contracts. La problématique principale est la lenteur des processus manuels actuels. Notre approche repose sur une étude de cas approfondie avec données réelles.,La méthodologie de développement choisie est une étude de cas approfondie avec données réelles. Nous avons structuré le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs.,Les tests réalisés montrent que notre solution atteint 94% de précision. Les performances obtenues dépassent les solutions existantes de 20%. L'interface utilisateur a été validée par 13 utilisateurs réels.,"En conclusion, nous avons conçu et implémenté une application de covoiturage universitaire. Notre solution apporte une réponse concrète à la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Ce travail vise à concevoir et implémenter une application de covoiturage universitaire en utilisant blockchain et smart contracts. La problématique principale est la lenteur des processus manuels actuels. Notre approche repose sur une étude de cas approfondie avec données réelles. La méthodologie de développement choisie est une étude de cas approfondie avec données réelles. Nous avons structuré le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs. Les tests réalisés montrent que notre solution atteint 94% de précision. Les performances obtenues dépassent les solutions existantes de 20%. L'interface utilisateur a été validée par 13 utilisateurs réels. En conclusion, nous avons conçu et implémenté une application de covoiturage universitaire. Notre solution apporte une réponse concrète à la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0043,Un système de surveillance de la qualité de l'air avec Docker et Kubernetes,Web,2024,Etudiant_0043,Ce projet de fin d'études porte sur un système de surveillance de la qualité de l'air. La motivation principale est les pertes financières dues aux erreurs humaines qui constitue un défi majeur. Nous proposons une solution basée sur Docker et Kubernetes en suivant une approche le prototypage rapide et l'itération continue.,"Pour réaliser ce projet, nous avons adopté le prototypage rapide et l'itération continue. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 3 itérations de durée égale.","Notre système a été évalué sur un jeu de données de 1353 enregistrements. Les résultats indiquent une amélioration de 38% par rapport à l'approche classique. Le temps de réponse moyen est de 229ms, ce qui répond aux exigences.",Ce travail a permis de développer un système de surveillance de la qualité de l'air qui répond efficacement à les pertes financières dues aux erreurs humaines. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"Ce projet de fin d'études porte sur un système de surveillance de la qualité de l'air. La motivation principale est les pertes financières dues aux erreurs humaines qui constitue un défi majeur. Nous proposons une solution basée sur Docker et Kubernetes en suivant une approche le prototypage rapide et l'itération continue. Pour réaliser ce projet, nous avons adopté le prototypage rapide et l'itération continue. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 3 itérations de durée égale. Notre système a été évalué sur un jeu de données de 1353 enregistrements. Les résultats indiquent une amélioration de 38% par rapport à l'approche classique. Le temps de réponse moyen est de 229ms, ce qui répond aux exigences. Ce travail a permis de développer un système de surveillance de la qualité de l'air qui répond efficacement à les pertes financières dues aux erreurs humaines. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
ARCH-0044,Un système de contrôle d'accès biométrique avec Python et TensorFlow,Mobile,2024,Etudiant_0044,"Dans le cadre de ce mémoire, nous proposons un système de contrôle d'accès biométrique. Face à la lenteur des processus manuels actuels, nous avons choisi d'utiliser Python et TensorFlow comme solution principale. La méthodologie adoptée est la recherche expérimentale avec validation empirique.",La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs.,Les tests réalisés montrent que notre solution atteint 84% de précision. Les performances obtenues dépassent les solutions existantes de 30%. L'interface utilisateur a été validée par 17 utilisateurs réels.,"En conclusion, nous avons conçu et implémenté un système de contrôle d'accès biométrique. Notre solution apporte une réponse concrète à la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Dans le cadre de ce mémoire, nous proposons un système de contrôle d'accès biométrique. Face à la lenteur des processus manuels actuels, nous avons choisi d'utiliser Python et TensorFlow comme solution principale. La méthodologie adoptée est la recherche expérimentale avec validation empirique. La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs. Les tests réalisés montrent que notre solution atteint 84% de précision. Les performances obtenues dépassent les solutions existantes de 30%. L'interface utilisateur a été validée par 17 utilisateurs réels. En conclusion, nous avons conçu et implémenté un système de contrôle d'accès biométrique. Notre solution apporte une réponse concrète à la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0045,Un système de surveillance de la qualité de l'air avec Django et PostgreSQL,Web,2022,Etudiant_0045,L'objectif de cette étude est de résoudre le manque d'accessibilité aux services dans les zones rurales grâce à un système de surveillance de la qualité de l'air. Nous utilisons Django et PostgreSQL combiné avec la recherche expérimentale avec validation empirique pour atteindre cet objectif.,La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs.,"Notre système a été évalué sur un jeu de données de 6998 enregistrements. Les résultats indiquent une amélioration de 36% par rapport à l'approche classique. Le temps de réponse moyen est de 416ms, ce qui répond aux exigences.",Ce travail a permis de développer un système de surveillance de la qualité de l'air qui répond efficacement à le manque d'accessibilité aux services dans les zones rurales. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"L'objectif de cette étude est de résoudre le manque d'accessibilité aux services dans les zones rurales grâce à un système de surveillance de la qualité de l'air. Nous utilisons Django et PostgreSQL combiné avec la recherche expérimentale avec validation empirique pour atteindre cet objectif. La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs. Notre système a été évalué sur un jeu de données de 6998 enregistrements. Les résultats indiquent une amélioration de 36% par rapport à l'approche classique. Le temps de réponse moyen est de 416ms, ce qui répond aux exigences. Ce travail a permis de développer un système de surveillance de la qualité de l'air qui répond efficacement à le manque d'accessibilité aux services dans les zones rurales. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
ARCH-0046,Une plateforme de gestion des ressources humaines avec Flutter et Firebase,IoT,2018,Etudiant_0046,Ce travail vise à concevoir et implémenter une plateforme de gestion des ressources humaines en utilisant Flutter et Firebase. La problématique principale est le manque d'accessibilité aux services dans les zones rurales. Notre approche repose sur le prototypage rapide et l'itération continue.,"L'approche méthodologique retenue est le prototypage rapide et l'itération continue. Elle se décline en 3 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement.","Notre système a été évalué sur un jeu de données de 1629 enregistrements. Les résultats indiquent une amélioration de 28% par rapport à l'approche classique. Le temps de réponse moyen est de 309ms, ce qui répond aux exigences.",Ce mémoire présente une plateforme de gestion des ressources humaines comme solution à le manque d'accessibilité aux services dans les zones rurales. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine.,"Ce travail vise à concevoir et implémenter une plateforme de gestion des ressources humaines en utilisant Flutter et Firebase. La problématique principale est le manque d'accessibilité aux services dans les zones rurales. Notre approche repose sur le prototypage rapide et l'itération continue. L'approche méthodologique retenue est le prototypage rapide et l'itération continue. Elle se décline en 3 grandes étapes : analyse des besoins, conception, implémentation, tests et déploiement. Notre système a été évalué sur un jeu de données de 1629 enregistrements. Les résultats indiquent une amélioration de 28% par rapport à l'approche classique. Le temps de réponse moyen est de 309ms, ce qui répond aux exigences. Ce mémoire présente une plateforme de gestion des ressources humaines comme solution à le manque d'accessibilité aux services dans les zones rurales. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine."
ARCH-0047,Un outil d'analyse de sentiment sur les réseaux sociaux avec machine learning et scikit-learn,BDD,2021,Etudiant_0047,Ce projet de fin d'études porte sur un outil d'analyse de sentiment sur les réseaux sociaux. La motivation principale est le manque de traçabilité dans les processus administratifs qui constitue un défi majeur. Nous proposons une solution basée sur machine learning et scikit-learn en suivant une approche SCRUM avec des sprints de 2 semaines.,"Pour réaliser ce projet, nous avons adopté SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale.","Les expérimentations confirment la viabilité de notre approche avec 84% d'efficacité. Comparé aux solutions actuelles, nous observons un gain de 28% sur les métriques clés. Ces résultats ont été validés par une équipe de 21 experts du domaine.","En conclusion, nous avons conçu et implémenté un outil d'analyse de sentiment sur les réseaux sociaux. Notre solution apporte une réponse concrète à le manque de traçabilité dans les processus administratifs. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système.","Ce projet de fin d'études porte sur un outil d'analyse de sentiment sur les réseaux sociaux. La motivation principale est le manque de traçabilité dans les processus administratifs qui constitue un défi majeur. Nous proposons une solution basée sur machine learning et scikit-learn en suivant une approche SCRUM avec des sprints de 2 semaines. Pour réaliser ce projet, nous avons adopté SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incréments fonctionnels régulièrement. Le travail a été divisé en 6 itérations de durée égale. Les expérimentations confirment la viabilité de notre approche avec 84% d'efficacité. Comparé aux solutions actuelles, nous observons un gain de 28% sur les métriques clés. Ces résultats ont été validés par une équipe de 21 experts du domaine. En conclusion, nous avons conçu et implémenté un outil d'analyse de sentiment sur les réseaux sociaux. Notre solution apporte une réponse concrète à le manque de traçabilité dans les processus administratifs. Les travaux futurs porteront sur l'amélioration des performances et la scalabilité du système."
ARCH-0048,Une plateforme e-commerce pour artisans locaux avec NLP et transformers BERT,Cloud,2020,Etudiant_0048,"Dans le cadre de ce mémoire, nous proposons une plateforme e-commerce pour artisans locaux. Face à l'absence d'outils adaptés au contexte africain, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La méthodologie adoptée est le prototypage rapide et l'itération continue.",La méthodologie de développement choisie est le prototypage rapide et l'itération continue. Nous avons structuré le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs.,"Notre système a été évalué sur un jeu de données de 9836 enregistrements. Les résultats indiquent une amélioration de 39% par rapport à l'approche classique. Le temps de réponse moyen est de 362ms, ce qui répond aux exigences.",Ce mémoire présente une plateforme e-commerce pour artisans locaux comme solution à l'absence d'outils adaptés au contexte africain. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine.,"Dans le cadre de ce mémoire, nous proposons une plateforme e-commerce pour artisans locaux. Face à l'absence d'outils adaptés au contexte africain, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La méthodologie adoptée est le prototypage rapide et l'itération continue. La méthodologie de développement choisie est le prototypage rapide et l'itération continue. Nous avons structuré le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs. Notre système a été évalué sur un jeu de données de 9836 enregistrements. Les résultats indiquent une amélioration de 39% par rapport à l'approche classique. Le temps de réponse moyen est de 362ms, ce qui répond aux exigences. Ce mémoire présente une plateforme e-commerce pour artisans locaux comme solution à l'absence d'outils adaptés au contexte africain. Les objectifs fixés au départ ont été atteints. Cette étude constitue une base solide pour de futures recherches dans ce domaine."
ARCH-0049,Un système de détection de fraude bancaire avec deep learning et PyTorch,Réseau,2018,Etudiant_0049,Ce projet de fin d'études porte sur un système de détection de fraude bancaire. La motivation principale est la difficulté d'accès aux soins médicaux qui constitue un défi majeur. Nous proposons une solution basée sur deep learning et PyTorch en suivant une approche la recherche expérimentale avec validation empirique.,La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs.,"Notre système a été évalué sur un jeu de données de 5026 enregistrements. Les résultats indiquent une amélioration de 23% par rapport à l'approche classique. Le temps de réponse moyen est de 334ms, ce qui répond aux exigences.",Ce travail a permis de développer un système de détection de fraude bancaire qui répond efficacement à la difficulté d'accès aux soins médicaux. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes.,"Ce projet de fin d'études porte sur un système de détection de fraude bancaire. La motivation principale est la difficulté d'accès aux soins médicaux qui constitue un défi majeur. Nous proposons une solution basée sur deep learning et PyTorch en suivant une approche la recherche expérimentale avec validation empirique. La méthodologie de développement choisie est la recherche expérimentale avec validation empirique. Nous avons structuré le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critères de validation clairs. Notre système a été évalué sur un jeu de données de 5026 enregistrements. Les résultats indiquent une amélioration de 23% par rapport à l'approche classique. Le temps de réponse moyen est de 334ms, ce qui répond aux exigences. Ce travail a permis de développer un système de détection de fraude bancaire qui répond efficacement à la difficulté d'accès aux soins médicaux. Les résultats obtenus sont satisfaisants et ouvrent la voie à des améliorations futures. Les perspectives incluent l'intégration de nouvelles fonctionnalités et l'extension à d'autres contextes."
