id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0122,Mise en place d'un système de vote électronique sécurisé pour les élections universitaires,"Ce projet consiste à concevoir et déployer une plateforme de vote électronique sécurisée basée sur la cryptographie asymétrique et la blockchain légère. L'objectif est de garantir l'anonymat, l'intégrité et la traçabilité des votes lors des élections au sein de l'université.",Mobile,Génie Informatique,Recherche expérimentale,0.438,13,40,3,0.825,4,1,0,0,1,0,APPROUVE
PRJ-0285,Étude sur la sécurité des réseaux wifi,Ce projet parle de la sécurité wifi. On va voir comment sécuriser un réseau wifi et quels sont les problèmes qui existent avec les réseaux sans fil dans les entreprises.,Cloud / DevOps,Data Science,Recherche appliquée,0.491,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0183,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",IA / Machine Learning,Génie Logiciel,Recherche appliquée,0.053,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0223,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Cloud / DevOps,Data Science,Développement logiciel (SCRUM),0.319,11,42,3,0.857,1,0,0,0,1,0,APPROUVE
PRJ-0192,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",IA / Machine Learning,Data Science,Recherche expérimentale,0.066,10,37,3,0.865,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0466,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Cloud / DevOps,Réseaux et Télécommunications,Étude de cas,0.638,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0018,Développement d'une application mobile de télémédecine pour les zones rurales togolaises,"Cette étude propose le développement d'une application Android permettant aux patients des zones rurales d'accéder à des consultations médicales à distance. L'application intègre un module de géolocalisation des centres de santé, un système de prise de rendez-vous et un dossier médical numérique simplifié.",Cloud / DevOps,Cybersécurité,Développement logiciel (SCRUM),0.072,11,43,3,0.814,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0110,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Mobile,Data Science,Recherche expérimentale,0.372,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0493,Copie du système bancaire,Reproduire exactement le système de la banque Ecobank avec toutes ses fonctionnalités en 2 mois.,Cloud / DevOps,Génie Logiciel,Étude de cas,0.539,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0451,Application de chat en temps réel v4,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Bases de données,Cybersécurité,Prototypage,0.452,7,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0208,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Réseaux,Réseaux et Télécommunications,Étude de cas,0.158,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0279,Application de chat en temps réel v3,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Cybersécurité,Génie Informatique,Étude de cas,0.595,7,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0199,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Développement Web,Data Science,Prototypage,0.2,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0388,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Bases de données,Réseaux et Télécommunications,Prototypage,0.596,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0114,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Développement Web,Réseaux et Télécommunications,Étude de cas,0.427,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0078,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",IA / Machine Learning,Génie Logiciel,Recherche expérimentale,0.09,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0063,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Cloud / DevOps,Génie Logiciel,Étude de cas,0.316,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0166,Système embarqué de surveillance environnementale basé sur IoT — Cas d'étude 6,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Bases de données,Génie Informatique,Recherche appliquée,0.064,12,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0204,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Cybersécurité,Génie Informatique,Étude de cas,0.168,9,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0480,Copie du système bancaire,Reproduire exactement le système de la banque Ecobank avec toutes ses fonctionnalités en 2 mois.,Développement Web,Cybersécurité,Étude de cas,0.545,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0264,Mise en place d'un réseau local pour une entreprise,"Ce projet va mettre en place un réseau local pour une petite entreprise. On va choisir les équipements, configurer les switches et les routeurs, et tester la connectivité.",Bases de données,Cybersécurité,Prototypage,0.66,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0040,Conception d'un système de détection de fraude bancaire par deep learning au Togo,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Bases de données,Data Science,Étude de cas,0.119,13,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0418,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Cybersécurité,Data Science,Recherche appliquée,0.437,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0498,Application,Une application mobile.,IA / Machine Learning,Systèmes Embarqués,Prototypage,0.73,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0297,Création d'un site web pour une école,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Réseaux,Data Science,Prototypage,0.289,7,33,4,0.758,0,0,0,0,1,0,REJETE
PRJ-0379,Système de gestion de bibliothèque v4,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Systèmes Embarqués,Data Science,Développement logiciel (SCRUM),0.678,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0263,Système de gestion de bibliothèque v2,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Cloud / DevOps,Génie Informatique,Prototypage,0.226,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0003,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Réseaux,Génie Informatique,Prototypage,0.012,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0179,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",IA / Machine Learning,Data Science,Prototypage,0.356,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0113,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Mobile,Cybersécurité,Recherche appliquée,0.116,10,37,3,0.865,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0146,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé — Cas d'étude 6,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Bases de données,Génie Informatique,Étude de cas,0.417,18,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0022,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Développement Web,Génie Informatique,Recherche appliquée,0.228,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0329,Application de chat en temps réel,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Réseaux,Data Science,Prototypage,0.306,6,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0062,Mise en place d'un système de vote électronique sécurisé pour les élections universitaires,"Ce projet consiste à concevoir et déployer une plateforme de vote électronique sécurisée basée sur la cryptographie asymétrique et la blockchain légère. L'objectif est de garantir l'anonymat, l'intégrité et la traçabilité des votes lors des élections au sein de l'université.",Cloud / DevOps,Génie Informatique,Recherche expérimentale,0.149,13,40,3,0.825,4,1,0,0,1,0,APPROUVE
PRJ-0065,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Systèmes Embarqués,Data Science,Développement logiciel (SCRUM),0.087,10,37,3,0.865,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0153,Conception d'un entrepôt de données pour le suivi épidémiologique au Ministère de la Santé,"Ce projet vise à concevoir un data warehouse selon la modélisation en étoile pour centraliser les données épidémiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le déploiement sous PostgreSQL et la création de rapports analytiques sur Power BI.",Bases de données,Réseaux et Télécommunications,Étude de cas,0.261,14,41,3,0.927,2,1,0,0,1,0,APPROUVE
PRJ-0557,Application,Une application mobile.,Bases de données,Génie Informatique,Développement logiciel (SCRUM),0.943,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0009,Conception d'un système de détection de fraude bancaire par deep learning au Togo,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Développement Web,Réseaux et Télécommunications,Développement logiciel (SCRUM),0.348,13,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0017,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Bases de données,Génie Logiciel,Développement logiciel (SCRUM),0.449,9,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0171,Conception d'un système de détection de fraude bancaire par deep learning au Togo — Cas d'étude 1,"Ce travail vise à concevoir et implémenter un système intelligent de détection de transactions frauduleuses en utilisant des réseaux de neurones LSTM appliqués aux données de mobile money au Togo. La méthodologie inclut la collecte de données anonymisées, le prétraitement, l'entraînement du modèle et l'évaluation des performances sur un jeu de test réel.",Mobile,Génie Logiciel,Prototypage,0.296,17,53,3,0.811,7,1,0,1,1,0,APPROUVE
PRJ-0164,Déploiement d'une infrastructure réseau WiFi communautaire à faible coût,"Cette étude propose le déploiement d'un réseau WiFi communautaire dans un quartier périurbain de Lomé en utilisant des équipements open source. Le projet couvre la conception, la simulation sous GNS3, le déploiement et la mesure des performances réelles.",Cloud / DevOps,Cybersécurité,Recherche expérimentale,0.11,9,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0435,Création d'un site web pour une école v3,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Cybersécurité,Cybersécurité,Recherche expérimentale,0.607,8,33,4,0.758,0,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0368,Application pour gérer les notes des étudiants,Je veux faire une application pour gérer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Bases de données,Réseaux et Télécommunications,Prototypage,0.224,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0336,Système de gestion de bibliothèque,"Développer un logiciel de gestion de bibliothèque qui permet d'enregistrer les livres, les emprunts et les retours. Le système aura une interface simple pour les bibliothécaires.",Cloud / DevOps,Data Science,Étude de cas,0.229,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0016,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique — Cas d'étude 6,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Cloud / DevOps,Cybersécurité,Étude de cas,0.243,14,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0587,Faire un jeu vidéo,Je veux faire un jeu. Ce sera amusant.,Bases de données,Réseaux et Télécommunications,Étude de cas,0.72,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0577,Intelligence artificielle générale,Créer une intelligence artificielle générale capable de tout faire comme un humain.,Cloud / DevOps,Génie Logiciel,Étude de cas,0.778,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0560,Intelligence artificielle générale,Créer une intelligence artificielle générale capable de tout faire comme un humain.,Développement Web,Génie Logiciel,Étude de cas,0.634,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0474,Application,Une application mobile.,Cybersécurité,Cybersécurité,Recherche expérimentale,0.715,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0023,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Cybersécurité,Cybersécurité,Prototypage,0.069,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0190,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numérisés en catégories prédéfinies. L'objectif est de réduire le temps de traitement manuel dans les services administratifs.",Systèmes Embarqués,Réseaux et Télécommunications,Recherche expérimentale,0.023,10,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0436,Analyse des données de vente d'une entreprise,Ce travail va analyser les données de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et créer des graphiques.,Réseaux,Systèmes Embarqués,Recherche expérimentale,0.727,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0318,Création d'un site web pour une école,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Systèmes Embarqués,Cybersécurité,Recherche appliquée,0.484,7,33,4,0.758,0,0,0,0,1,0,REJETE
PRJ-0084,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette étude conçoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprès de fournisseurs locaux et internationaux. La plateforme intègre un module de paiement mobile money, une gestion des stocks et un système de notation des fournisseurs.",Bases de données,Cybersécurité,Prototypage,0.428,8,40,3,0.8,3,0,0,0,0,0,APPROUVE
PRJ-0586,Copie du système bancaire,Reproduire exactement le système de la banque Ecobank avec toutes ses fonctionnalités en 2 mois.,Cloud / DevOps,Génie Informatique,Développement logiciel (SCRUM),0.871,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0167,Système embarqué de surveillance environnementale basé sur IoT,"Ce projet développe un système de capteurs connectés (Arduino + Raspberry Pi) pour surveiller la qualité de l'air, l'humidité et la température dans un environnement industriel. Les données sont transmises via MQTT et visualisées sur un dashboard Grafana.",Bases de données,Data Science,Prototypage,0.004,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0454,Application de chat en temps réel,Ce projet vise à créer une application de messagerie instantanée. Les utilisateurs pourront envoyer des messages en temps réel. On utilisera des websockets pour la communication.,Mobile,Data Science,Développement logiciel (SCRUM),0.218,6,26,4,0.962,0,0,0,0,1,0,REJETE
PRJ-0112,Implémentation d'un SIEM open source pour la détection d'intrusions en entreprise,Ce travail consiste à déployer et configurer un SIEM basé sur Wazuh/ELK Stack pour centraliser la gestion des logs et détecter les intrusions dans une PME locale. Il inclut la définition des règles de corrélation et les procédures de réponse aux incidents.,Systèmes Embarqués,Réseaux et Télécommunications,Étude de cas,0.222,11,42,3,0.857,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0249,Mise en place d'un système de vote électronique sécurisé pour les élections universitaires,"Ce projet consiste à concevoir et déployer une plateforme de vote électronique sécurisée basée sur la cryptographie asymétrique et la blockchain légère. L'objectif est de garantir l'anonymat, l'intégrité et la traçabilité des votes lors des élections au sein de l'université.",Cybersécurité,Génie Informatique,Étude de cas,0.374,13,40,3,0.825,4,1,0,0,1,0,APPROUVE
PRJ-0080,Analyse prédictive du taux de décrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prédire le risque de décrochage scolaire à partir de données académiques et socio-économiques. Un tableau de bord de visualisation est développé pour les responsables pédagogiques.",Cloud / DevOps,Réseaux et Télécommunications,Recherche expérimentale,0.173,10,37,3,0.865,3,2,0,0,0,0,APPROUVE
PRJ-0291,Création d'un site web pour une école v3,"Le projet consiste à créer un site web pour une école. Le site aura des pages pour présenter l'école, les cours et les professeurs. Il y aura aussi un espace pour les étudiants.",Développement Web,Réseaux et Télécommunications,Recherche expérimentale,0.48,8,33,4,0.758,0,0,0,0,1,0,REVISION_NECESSAIRE
