id_soumission,type_reel,source_plagiat,niveau_plagiat,introduction,methodologie,resultats,conclusion,texte_complet
NEW-ORIG-011,ORIGINAL,,aucun,Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est les pertes financires dues aux erreurs humaines qui constitue un dfi majeur. Nous proposons une solution base sur React et FastAPI en suivant une approche la recherche exprimentale avec validation empirique.,La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Notre systme a t valu sur un jeu de donnes de 2190 enregistrements. Les rsultats indiquent une amlioration de 38% par rapport  l'approche classique. Le temps de rponse moyen est de 210ms, ce qui rpond aux exigences.","En conclusion, nous avons conu et implment un systme de surveillance de la qualit de l'air. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est les pertes financires dues aux erreurs humaines qui constitue un dfi majeur. Nous proposons une solution base sur React et FastAPI en suivant une approche la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 2190 enregistrements. Les rsultats indiquent une amlioration de 38% par rapport  l'approche classique. Le temps de rponse moyen est de 210ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de surveillance de la qualit de l'air. Notre solution apporte une rponse concrte  les pertes financires dues aux erreurs humaines. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme."
NEW-ORIG-012,ORIGINAL,,aucun,"Dans le cadre de ce mmoire, nous proposons un systme d'archivage intelligent de documents. Face  la scurit insuffisante des donnes personnelles, nous avons choisi d'utiliser Arduino et Raspberry Pi comme solution principale. La mthodologie adopte est une tude de cas approfondie avec donnes relles.","L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement.",Les tests raliss montrent que notre solution atteint 96% de prcision. Les performances obtenues dpassent les solutions existantes de 33%. L'interface utilisateur a t valide par 10 utilisateurs rels.,"En conclusion, nous avons conu et implment un systme d'archivage intelligent de documents. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un systme d'archivage intelligent de documents. Face  la scurit insuffisante des donnes personnelles, nous avons choisi d'utiliser Arduino et Raspberry Pi comme solution principale. La mthodologie adopte est une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 96% de prcision. Les performances obtenues dpassent les solutions existantes de 33%. L'interface utilisateur a t valide par 10 utilisateurs rels. En conclusion, nous avons conu et implment un systme d'archivage intelligent de documents. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme."
NEW-ORIG-013,ORIGINAL,,aucun,Ce projet de fin d'tudes porte sur une plateforme de gestion des ressources humaines. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Flutter et Firebase en suivant une approche une tude de cas approfondie avec donnes relles.,La mthodologie de dveloppement choisie est une tude de cas approfondie avec donnes relles. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 39%. L'interface utilisateur a t valide par 17 utilisateurs rels.,"En conclusion, nous avons conu et implment une plateforme de gestion des ressources humaines. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une plateforme de gestion des ressources humaines. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Flutter et Firebase en suivant une approche une tude de cas approfondie avec donnes relles. La mthodologie de dveloppement choisie est une tude de cas approfondie avec donnes relles. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les tests raliss montrent que notre solution atteint 84% de prcision. Les performances obtenues dpassent les solutions existantes de 39%. L'interface utilisateur a t valide par 17 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme de gestion des ressources humaines. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme."
NEW-ORIG-014,ORIGINAL,,aucun,Ce travail vise  concevoir et implmenter un systme de surveillance de la qualit de l'air en utilisant Django et PostgreSQL. La problmatique principale est le cot lev des solutions existantes sur le march. Notre approche repose sur le prototypage rapide et l'itration continue.,La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Les exprimentations confirment la viabilit de notre approche avec 80% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 42% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 29 experts du domaine.",Ce mmoire prsente un systme de surveillance de la qualit de l'air comme solution  le cot lev des solutions existantes sur le march. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.,"Ce travail vise  concevoir et implmenter un systme de surveillance de la qualit de l'air en utilisant Django et PostgreSQL. La problmatique principale est le cot lev des solutions existantes sur le march. Notre approche repose sur le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 80% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 42% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 29 experts du domaine. Ce mmoire prsente un systme de surveillance de la qualit de l'air comme solution  le cot lev des solutions existantes sur le march. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine."
NEW-ORIG-015,ORIGINAL,,aucun,Ce travail vise  concevoir et implmenter un chatbot d'assistance mdicale en utilisant Flutter et Firebase. La problmatique principale est les pertes financires dues aux erreurs humaines. Notre approche repose sur le prototypage rapide et l'itration continue.,La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Notre systme a t valu sur un jeu de donnes de 1663 enregistrements. Les rsultats indiquent une amlioration de 22% par rapport  l'approche classique. Le temps de rponse moyen est de 320ms, ce qui rpond aux exigences.",Ce travail a permis de dvelopper un chatbot d'assistance mdicale qui rpond efficacement  les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.,"Ce travail vise  concevoir et implmenter un chatbot d'assistance mdicale en utilisant Flutter et Firebase. La problmatique principale est les pertes financires dues aux erreurs humaines. Notre approche repose sur le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 1663 enregistrements. Les rsultats indiquent une amlioration de 22% par rapport  l'approche classique. Le temps de rponse moyen est de 320ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un chatbot d'assistance mdicale qui rpond efficacement  les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes."
NEW-ORIG-016,ORIGINAL,,aucun,Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche une tude de cas approfondie avec donnes relles.,"Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale.","Notre systme a t valu sur un jeu de donnes de 1606 enregistrements. Les rsultats indiquent une amlioration de 15% par rapport  l'approche classique. Le temps de rponse moyen est de 57ms, ce qui rpond aux exigences.","En conclusion, nous avons conu et implment un systme de surveillance de la qualit de l'air. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche une tude de cas approfondie avec donnes relles. Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 1606 enregistrements. Les rsultats indiquent une amlioration de 15% par rapport  l'approche classique. Le temps de rponse moyen est de 57ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de surveillance de la qualit de l'air. Notre solution apporte une rponse concrte  la scurit insuffisante des donnes personnelles. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme."
NEW-ORIG-017,ORIGINAL,,aucun,L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce  un systme de gestion des stocks intelligents. Nous utilisons Python et TensorFlow combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif.,"L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement.","Notre systme a t valu sur un jeu de donnes de 9291 enregistrements. Les rsultats indiquent une amlioration de 17% par rapport  l'approche classique. Le temps de rponse moyen est de 325ms, ce qui rpond aux exigences.",Ce mmoire prsente un systme de gestion des stocks intelligents comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.,"L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce  un systme de gestion des stocks intelligents. Nous utilisons Python et TensorFlow combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 9291 enregistrements. Les rsultats indiquent une amlioration de 17% par rapport  l'approche classique. Le temps de rponse moyen est de 325ms, ce qui rpond aux exigences. Ce mmoire prsente un systme de gestion des stocks intelligents comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine."
NEW-ORIG-018,ORIGINAL,,aucun,Ce travail vise  concevoir et implmenter un moteur de recommandation de cours en utilisant Arduino et Raspberry Pi. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur le prototypage rapide et l'itration continue.,"L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement.",Les tests raliss montrent que notre solution atteint 97% de prcision. Les performances obtenues dpassent les solutions existantes de 25%. L'interface utilisateur a t valide par 35 utilisateurs rels.,Ce mmoire prsente un moteur de recommandation de cours comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.,"Ce travail vise  concevoir et implmenter un moteur de recommandation de cours en utilisant Arduino et Raspberry Pi. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 97% de prcision. Les performances obtenues dpassent les solutions existantes de 25%. L'interface utilisateur a t valide par 35 utilisateurs rels. Ce mmoire prsente un moteur de recommandation de cours comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine."
NEW-ORIG-019,ORIGINAL,,aucun,Ce travail vise  concevoir et implmenter une plateforme e-commerce pour artisans locaux en utilisant Flutter et Firebase. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur la recherche exprimentale avec validation empirique.,"Pour raliser ce projet, nous avons adopt la recherche exprimentale avec validation empirique. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale.","Notre systme a t valu sur un jeu de donnes de 2456 enregistrements. Les rsultats indiquent une amlioration de 24% par rapport  l'approche classique. Le temps de rponse moyen est de 56ms, ce qui rpond aux exigences.",Ce mmoire prsente une plateforme e-commerce pour artisans locaux comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.,"Ce travail vise  concevoir et implmenter une plateforme e-commerce pour artisans locaux en utilisant Flutter et Firebase. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur la recherche exprimentale avec validation empirique. Pour raliser ce projet, nous avons adopt la recherche exprimentale avec validation empirique. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 2456 enregistrements. Les rsultats indiquent une amlioration de 24% par rapport  l'approche classique. Le temps de rponse moyen est de 56ms, ce qui rpond aux exigences. Ce mmoire prsente une plateforme e-commerce pour artisans locaux comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine."
NEW-ORIG-020,ORIGINAL,,aucun,L'objectif de cette tude est de rsoudre la scurit insuffisante des donnes personnelles grce  un moteur de recommandation de cours. Nous utilisons Python et TensorFlow combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif.,"L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement.",Les tests raliss montrent que notre solution atteint 91% de prcision. Les performances obtenues dpassent les solutions existantes de 19%. L'interface utilisateur a t valide par 27 utilisateurs rels.,Ce travail a permis de dvelopper un moteur de recommandation de cours qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.,"L'objectif de cette tude est de rsoudre la scurit insuffisante des donnes personnelles grce  un moteur de recommandation de cours. Nous utilisons Python et TensorFlow combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 91% de prcision. Les performances obtenues dpassent les solutions existantes de 19%. L'interface utilisateur a t valide par 27 utilisateurs rels. Ce travail a permis de dvelopper un moteur de recommandation de cours qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes."
NEW-LEG-001,PLAGIAT_LEGER,ARCH-0086,leger,L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce un chatbot d'assistance mdicale. Nous utilisons Flutter et Firebase combin avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif.,"Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale.",Les tests raliss montrent que notre solution atteint 95% de prcision. Les performances obtenues dpassent les solutions existantes de 42%. L'interface utilisateur a t valide par 35 utilisateurs finaux rels.,Ce travail a permis de dvelopper un chatbot d'assistance mdicale qui rpond efficacement la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce un chatbot d'assistance mdicale. Nous utilisons Flutter et Firebase combin avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss montrent que notre solution atteint 95% de prcision. Les performances obtenues dpassent les solutions existantes de 42%. L'interface utilisateur a t valide par 35 utilisateurs finaux rels. Ce travail a permis de dvelopper un chatbot d'assistance mdicale qui rpond efficacement la lenteur des processus manuels actuels. Les performances obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
NEW-LEG-002,PLAGIAT_LEGER,ARCH-0020,leger,Ce travail vise dvelopper et implmenter une logiciel de covoiturage universitaire en utilisant blockchain et smart contracts. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur le prototypage rapide et l'itration continue.,La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Les exprimentations confirment la viabilit de notre approche avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 20% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 13 experts du domaine.",Ce travail a permis de construire une application de covoiturage universitaire qui rpond efficacement la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"Ce travail vise concevoir et implmenter une application de covoiturage universitaire en utilisant blockchain et smart contracts. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre mthode avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 20% sur les mtriques cls. Ces performances ont t valids par une quipe de 13 experts du domaine. Ce travail a permis de dvelopper une application de covoiturage universitaire qui rpond efficacement la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
NEW-LEG-003,PLAGIAT_LEGER,ARCH-0053,leger,"Dans le cadre de ce mmoire, nous proposons un outil de surveillance de la qualit de l'air. Face l'absence d'outils adapts au contexte africain, nous avons choisi d'utiliser Django et PostgreSQL comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines.","Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale.",Les tests raliss montrent que notre solution atteint 97% de prcision. Les performances obtenues dpassent les solutions existantes de 24%. L'interface utilisateur a t valide par 18 utilisateurs rels.,Ce travail a permis de construire un systme de surveillance de la qualit de l'air qui rpond efficacement l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"Dans le cadre de ce mmoire, nous proposons un systme de surveillance de la qualit de l'air. Face l'absence d'outils adapts au contexte africain, nous avons choisi d'utiliser Django et PostgreSQL comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette mthode nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss indiquent que notre solution atteint 97% de prcision. Les performances obtenues dpassent les solutions existantes de 24%. L'interface utilisateur a t valide par 18 utilisateurs rels. Ce travail a permis de dvelopper un systme de surveillance de la qualit de l'air qui rpond efficacement l'absence d'outils adapts au contexte africain. Les rsultats acquis sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
NEW-LEG-004,PLAGIAT_LEGER,ARCH-0043,leger,Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est les pertes financires dues aux erreurs humaines qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche le prototypage rapide et l'itration continue.,"Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale.","Notre systme a t valu sur un jeu de donnes de 1353 enregistrements. Les rsultats indiquent une amlioration de 38% par rapport l'approche classique. Le temps de rponse moyen est de 229ms, ce qui rpond aux exigences.",Ce travail a permis de construire un systme de surveillance de la qualit de l'air qui rpond efficacement les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"Ce projet de fin d'tudes porte sur un systme de surveillance de la qualit de l'air. La motivation principale est les pertes financires dues aux erreurs humaines qui constitue un dfi majeur. Nous proposons une rponse base sur Docker et Kubernetes en suivant une mthode le prototypage rapide et l'itration continue. Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 1353 enregistrements. Les rsultats indiquent une optimisation de 38% par rapport l'approche classique. Le temps de rponse moyen est de 229ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de surveillance de la qualit de l'air qui rpond efficacement les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
NEW-LEG-005,PLAGIAT_LEGER,ARCH-0020,leger,Ce travail vise concevoir et implmenter une application de covoiturage universitaire en employant blockchain et smart contracts. La problmatique principale est la lenteur des processus manuels actuels. Notre mthode repose sur le prototypage rapide et l'itration continue.,La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Les exprimentations confirment la viabilit de notre approche avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 20% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 13 experts du domaine.",Ce travail a permis de dvelopper une application de covoiturage universitaire qui rpond efficacement la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"Ce travail vise concevoir et implmenter une application de covoiturage universitaire en utilisant blockchain et smart contracts. La problmatique principale est la lenteur des processus manuels actuels. Notre approche repose sur le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 96% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 20% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 13 experts du domaine. Ce travail a permis de dvelopper une application de covoiturage universitaire qui rpond efficacement la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
NEW-LEG-006,PLAGIAT_LEGER,ARCH-0098,leger,Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est l'absence d'outils adapts au contexte africain qui constitue un dfi majeur. Nous proposons une rponse base sur machine learning et scikit-learn en suivant une approche SCRUM avec des sprints de 2 semaines.,La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,Les tests raliss montrent que notre solution atteint 94% de prcision. Les performances obtenues dpassent les solutions existantes de 41%. L'interface utilisateur a t valide par 33 utilisateurs rels.,Ce travail a permis de dvelopper une plateforme e-commerce pour artisans locaux qui rpond efficacement l'absence d'outils adapts au contexte africain. Les performances obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est l'absence d'outils adapts au contexte africain qui constitue un dfi majeur. Nous proposons une solution base sur machine learning et scikit-learn en suivant une approche SCRUM avec des sprints de 2 semaines. La mthodologie de dveloppement choisie est SCRUM avec des sprints de 2 semaines. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les tests raliss montrent que notre solution atteint 94% de prcision. Les performances obtenues dpassent les solutions existantes de 41%. L'interface utilisateur a t valide par 33 utilisateurs rels. Ce travail a permis de dvelopper une plateforme e-commerce pour artisans locaux qui rpond efficacement l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.
NEW-LEG-007,PLAGIAT_LEGER,ARCH-0045,leger,L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce un systme de surveillance de la qualit de l'air. Nous utilisons Django et PostgreSQL combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif.,La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs.,"Notre systme a t valu sur un jeu de donnes de 6998 enregistrements. Les rsultats indiquent une amlioration de 36% par rapport l'approche classique. Le temps de rponse moyen est de 416ms, ce qui rpond aux exigences.",Ce travail a permis de dvelopper un outil de surveillance de la qualit de l'air qui rpond efficacement le manque d'accessibilit aux services dans les zones rurales. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.,"L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce un outil de surveillance de la qualit de l'air. Nous utilisons Django et PostgreSQL combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre outil a t valu sur un jeu de donnes de 6998 enregistrements. Les rsultats indiquent une optimisation de 36% par rapport l'approche classique. Le temps de rponse moyen est de 416ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de surveillance de la qualit de l'air qui rpond efficacement le manque d'accessibilit aux services dans les zones rurales. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes."
